timestamp,traffic_volume,temperature,weather_main,weather_description,congestion_level
2012-11-01 00:00:00,716,271.73,Clear,sky is clear,Low
2012-11-01 01:00:00,453,270.91,Clear,sky is clear,Low
2012-11-01 02:00:00,324,270.15,Clear,sky is clear,Low
2012-11-01 03:00:00,390,269.68,Clear,sky is clear,Low
2012-11-01 04:00:00,775,269.44,Clear,sky is clear,Low
2012-11-01 05:00:00,2572,268.96,Clear,sky is clear,Medium
2012-11-01 06:00:00,5595,268.61,Clear,sky is clear,High
2012-11-01 07:00:00,6852,268.74,Clear,sky is clear,High
2012-11-01 08:00:00,5892,268.45,Clouds,few clouds,High
2012-11-01 09:00:00,5327,270.9,Clear,sky is clear,High
2012-11-01 10:00:00,4756,273.45,Clear,sky is clear,Medium
2012-11-01 11:00:00,5073,275.9,Clouds,few clouds,High
2012-11-01 12:00:00,5286,278.7,Clouds,few clouds,High
2012-11-01 13:00:00,5189,280.25,Clouds,few clouds,High
2012-11-01 14:00:00,5495,281.67,Clear,sky is clear,High
2012-11-01 15:00:00,5713,283.03,Clear,sky is clear,High
2012-11-01 16:00:00,6317,283.13,Clear,sky is clear,High
2012-11-01 17:00:00,6306,283.04,Clouds,few clouds,High
2012-11-01 18:00:00,4867,281.3,Clouds,few clouds,Medium
2012-11-01 19:00:00,3501,279.84,Clouds,scattered clouds,Medium
2012-11-01 20:00:00,3110,278.88,Clouds,scattered clouds,Medium
2012-11-01 21:00:00,2727,278.51,Clouds,overcast clouds,Medium
2012-11-01 22:00:00,1825,279.26,Clouds,overcast clouds,Low
2012-11-01 23:00:00,1222,279.21,Drizzle,light intensity drizzle,Low
2012-11-02 00:00:00,611,278.85,Clouds,overcast clouds,Low
2012-11-02 01:00:00,441,277.59,Haze,haze,Low
2012-11-02 02:00:00,331,277.01,Clouds,scattered clouds,Low
2012-11-02 03:00:00,365,277.15,Clouds,broken clouds,Low
2012-11-02 04:00:00,708,277.9,Clouds,broken clouds,Low
2012-11-02 05:00:00,2379,278.31,Clouds,overcast clouds,Medium
2012-11-02 06:00:00,5236,278.63,Clouds,overcast clouds,High
2012-11-02 07:00:00,6509,278.22,Clouds,overcast clouds,High
2012-11-02 08:00:00,5723,277.58,Clouds,broken clouds,High
2012-11-02 09:00:00,5239,278.02,Clouds,scattered clouds,High
2012-11-02 10:00:00,4723,278.37,Clouds,overcast clouds,Medium
2012-11-02 11:00:00,5330,278.78,Clouds,overcast clouds,High
2012-11-02 12:00:00,5403,278.78,Clouds,broken clouds,High
2012-11-02 13:00:00,5446,279.59,Clouds,broken clouds,High
2012-11-02 14:00:00,5669,279.64,Clear,sky is clear,High
2012-11-02 15:00:00,6093,280.0,Clouds,scattered clouds,High
2012-11-02 16:00:00,6323,279.76,Clouds,scattered clouds,High
2012-11-02 17:00:00,5856,278.9,Clouds,scattered clouds,High
2012-11-02 18:00:00,4987,277.06,Clouds,scattered clouds,Medium
2012-11-02 19:00:00,3681,275.29,Clouds,scattered clouds,Medium
2012-11-02 20:00:00,2902,274.98,Clouds,few clouds,Medium
2012-11-02 21:00:00,2929,273.31,Clouds,few clouds,Medium
2012-11-02 22:00:00,2728,272.77,Clear,sky is clear,Medium
2012-11-02 23:00:00,1693,272.06,Clear,sky is clear,Low
2012-11-03 00:00:00,1166,272.01,Clouds,few clouds,Low
2012-11-03 01:00:00,724,271.8,Clouds,broken clouds,Low
2012-11-03 02:00:00,568,271.3,Clouds,broken clouds,Low
2012-11-03 03:00:00,343,270.41,Clouds,few clouds,Low
2012-11-03 04:00:00,383,269.9,Clouds,few clouds,Low
2012-11-03 05:00:00,703,269.56,Clear,sky is clear,Low
2012-11-03 06:00:00,1229,269.39,Clouds,few clouds,Low
2012-11-03 07:00:00,2057,269.24,Clouds,few clouds,Medium
2012-11-03 08:00:00,3246,268.99,Clouds,scattered clouds,Medium
2012-11-03 09:00:00,4390,271.47,Clouds,broken clouds,Medium
2012-11-03 10:00:00,4573,272.85,Clouds,broken clouds,Medium
2012-11-03 11:00:00,4269,273.93,Clouds,broken clouds,Medium
2012-11-03 12:00:00,4833,274.85,Clouds,broken clouds,Medium
2012-11-03 13:00:00,4442,275.43,Clouds,broken clouds,Medium
2012-11-03 14:00:00,4397,275.73,Clouds,scattered clouds,Medium
2012-11-03 15:00:00,4314,275.9,Clouds,scattered clouds,Medium
2012-11-03 16:00:00,4413,276.29,Clouds,broken clouds,Medium
2012-11-03 17:00:00,4125,276.41,Clouds,broken clouds,Medium
2012-11-03 18:00:00,4004,276.29,Clouds,broken clouds,Medium
2012-11-03 19:00:00,3404,276.13,Clouds,overcast clouds,Medium
2012-11-03 20:00:00,2777,275.93,Clouds,overcast clouds,Medium
2012-11-03 21:00:00,2579,275.93,Clouds,overcast clouds,Medium
2012-11-03 22:00:00,2552,275.67,Clouds,overcast clouds,Medium
2012-11-03 23:00:00,1952,275.58,Clouds,overcast clouds,Low
2012-11-04 00:00:00,2125,275.67,Clouds,overcast clouds,Medium
2012-11-04 01:00:00,730,275.6,Clouds,overcast clouds,Low
2012-11-04 01:00:00,730,275.77,Clouds,overcast clouds,Low
2012-11-04 02:00:00,345,275.42,Clouds,overcast clouds,Low
2012-11-04 03:00:00,223,275.47,Clouds,overcast clouds,Low
2012-11-04 05:00:00,488,275.33,Clouds,overcast clouds,Low
2012-11-04 06:00:00,710,275.08,Clouds,overcast clouds,Low
2012-11-04 07:00:00,1165,275.08,Clouds,overcast clouds,Low
2012-11-04 08:00:00,2067,275.09,Rain,light rain,Medium
2012-11-04 08:00:00,2067,275.09,Snow,heavy snow,Medium
2012-11-04 09:00:00,2911,275.44,Clouds,overcast clouds,Medium
2012-11-04 10:00:00,3527,276.1,Clouds,overcast clouds,Medium
2012-11-04 11:00:00,3765,276.45,Clouds,overcast clouds,Medium
2012-11-04 12:00:00,4063,276.76,Clouds,overcast clouds,Medium
2012-11-04 13:00:00,4043,277.11,Clouds,overcast clouds,Medium
2012-11-04 14:00:00,4200,278.13,Clouds,overcast clouds,Medium
2012-11-04 15:00:00,4105,278.44,Clouds,overcast clouds,Medium
2012-11-04 16:00:00,4015,278.44,Clouds,overcast clouds,Medium
2012-11-04 17:00:00,3620,278.09,Clouds,overcast clouds,Medium
2012-11-04 18:00:00,3652,277.72,Clouds,overcast clouds,Medium
2012-11-04 19:00:00,2837,277.41,Clouds,overcast clouds,Medium
2012-11-04 20:00:00,2446,277.2,Clouds,overcast clouds,Medium
2012-11-04 21:00:00,1950,277.06,Clouds,overcast clouds,Low
2012-11-04 22:00:00,1451,276.7,Clouds,overcast clouds,Low
2012-11-04 23:00:00,999,276.54,Rain,light rain,Low
2012-11-05 00:00:00,1720,276.07,Clouds,overcast clouds,Low
2012-11-05 01:00:00,1299,275.67,Clouds,broken clouds,Low
2012-11-05 02:00:00,304,274.97,Clouds,scattered clouds,Low
2012-11-05 03:00:00,412,274.86,Clouds,few clouds,Low
2012-11-05 04:00:00,753,273.45,Mist,mist,Low
2012-11-05 05:00:00,2562,272.66,Clouds,few clouds,Medium
2012-11-05 06:00:00,5658,272.18,Clouds,few clouds,High
2012-11-05 07:00:00,6877,272.32,Clear,sky is clear,High
2012-11-05 08:00:00,5981,272.69,Clouds,overcast clouds,High
2012-11-05 09:00:00,4999,274.26,Clouds,overcast clouds,Medium
2012-11-05 10:00:00,4408,275.99,Clouds,overcast clouds,Medium
2012-11-05 11:00:00,4575,277.35,Clouds,overcast clouds,Medium
2012-11-05 12:00:00,4710,277.83,Clouds,overcast clouds,Medium
2012-11-05 13:00:00,4648,278.47,Clouds,overcast clouds,Medium
2012-11-05 14:00:00,4968,278.71,Clear,sky is clear,Medium
2012-11-05 16:00:00,6124,280.56,Clear,sky is clear,High
2012-11-05 17:00:00,6134,280.56,Clear,sky is clear,High
2012-11-05 18:00:00,4265,279.26,Clear,sky is clear,Medium
2012-11-05 20:00:00,2415,280.56,Clear,sky is clear,Medium
2012-11-05 21:00:00,1963,280.56,Clear,sky is clear,Low
2012-11-05 22:00:00,1454,280.56,Clear,sky is clear,Low
2012-11-05 23:00:00,938,280.56,Clear,sky is clear,Low
2012-11-06 00:00:00,537,280.56,Clear,sky is clear,Low
2012-11-06 01:00:00,313,274.41,Clear,sky is clear,Low
2012-11-06 02:00:00,256,274.41,Clear,sky is clear,Low
2012-11-06 03:00:00,356,274.41,Clear,sky is clear,Low
2012-11-06 04:00:00,788,274.41,Clear,sky is clear,Low
2012-11-06 05:00:00,2565,274.41,Clear,sky is clear,Medium
2012-11-06 06:00:00,5330,274.41,Clear,sky is clear,High
2012-11-06 07:00:00,6181,274.91,Clear,sky is clear,High
2012-11-06 08:00:00,6182,274.91,Clear,sky is clear,High
2012-11-06 09:00:00,5720,274.91,Clear,sky is clear,High
2012-11-06 10:00:00,4612,274.91,Clear,sky is clear,Medium
2012-11-06 12:00:00,4666,277.12,Mist,mist,Medium
2012-11-06 13:00:00,5022,278.04,Clouds,overcast clouds,High
2012-11-06 14:00:00,5490,278.19,Clouds,overcast clouds,High
2012-11-06 15:00:00,5973,278.38,Clouds,overcast clouds,High
2012-11-06 16:00:00,6201,278.59,Mist,mist,High
2012-11-06 17:00:00,5453,278.65,Mist,mist,High
2012-11-06 18:00:00,3921,278.74,Haze,haze,Medium
2012-11-06 18:00:00,3921,278.74,Mist,mist,Medium
2012-11-06 19:00:00,2835,278.87,Haze,haze,Medium
2012-11-06 19:00:00,2835,278.87,Mist,mist,Medium
2012-11-06 20:00:00,2450,279.02,Haze,haze,Medium
2012-11-06 20:00:00,2450,279.02,Mist,mist,Medium
2012-11-06 21:00:00,2078,278.84,Haze,haze,Medium
2012-11-06 21:00:00,2078,278.84,Drizzle,heavy intensity drizzle,Medium
2012-11-06 21:00:00,2078,278.84,Mist,mist,Medium
2012-11-06 22:00:00,1671,278.56,Haze,haze,Low
2012-11-06 22:00:00,1671,278.56,Rain,light rain,Low
2012-11-06 22:00:00,1671,278.56,Drizzle,drizzle,Low
2012-11-06 23:00:00,1472,278.5,Haze,haze,Low
2012-11-06 23:00:00,1472,278.5,Mist,mist,Low
2012-11-07 00:00:00,792,278.03,Haze,haze,Low
2012-11-07 00:00:00,792,278.03,Rain,light rain,Low
2012-11-07 00:00:00,792,278.03,Mist,mist,Low
2012-11-07 01:00:00,811,277.28,Rain,light rain,Low
2012-11-07 01:00:00,811,277.28,Mist,mist,Low
2012-11-07 02:00:00,671,277.06,Rain,light rain,Low
2012-11-07 02:00:00,671,277.06,Mist,mist,Low
2012-11-07 02:00:00,671,277.06,Rain,moderate rain,Low
2012-11-07 02:00:00,671,277.06,Snow,snow,Low
2012-11-07 03:00:00,474,276.83,Rain,light rain,Low
2012-11-07 03:00:00,474,276.83,Mist,mist,Low
2012-11-07 03:00:00,474,276.83,Rain,moderate rain,Low
2012-11-07 04:00:00,790,277.15,Rain,light rain,Low
2012-11-07 04:00:00,790,277.15,Mist,mist,Low
2012-11-07 05:00:00,2619,277.57,Rain,light rain,Medium
2012-11-07 05:00:00,2619,277.57,Mist,mist,Medium
2012-11-07 06:00:00,5788,277.51,Rain,light rain,High
2012-11-07 06:00:00,5788,277.51,Mist,mist,High
2012-11-07 06:00:00,5788,277.51,Drizzle,light intensity drizzle,High
2012-11-07 07:00:00,7088,277.41,Drizzle,light intensity drizzle,High
2012-11-07 07:00:00,7088,277.41,Mist,mist,High
2012-11-07 08:00:00,6264,277.68,Mist,mist,High
2012-11-07 08:00:00,6264,277.68,Drizzle,drizzle,High
2012-11-07 09:00:00,5230,278.15,Clouds,overcast clouds,High
2012-11-07 10:00:00,4567,278.42,Clouds,overcast clouds,Medium
2012-11-07 11:00:00,4769,278.61,Clouds,overcast clouds,Medium
2012-11-07 12:00:00,5011,279.14,Clouds,overcast clouds,High
2012-11-07 13:00:00,4889,278.99,Clouds,overcast clouds,Medium
2012-11-07 14:00:00,5367,278.83,Rain,light rain,High
2012-11-07 15:00:00,5678,278.57,Rain,light rain,High
2012-11-07 15:00:00,5678,278.57,Drizzle,light intensity drizzle,High
2012-11-07 16:00:00,6267,278.21,Rain,light rain,High
2012-11-07 16:00:00,6267,278.21,Mist,mist,High
2012-11-07 16:00:00,6267,278.21,Drizzle,drizzle,High
2012-11-07 16:00:00,6267,278.21,Drizzle,light intensity drizzle,High
2012-11-07 17:00:00,6057,277.96,Mist,mist,High
2012-11-07 17:00:00,6057,277.96,Rain,moderate rain,High
2012-11-07 18:00:00,4883,277.51,Mist,mist,Medium
2012-11-07 19:00:00,2927,277.18,Clouds,overcast clouds,Medium
2012-11-07 20:00:00,2594,277.08,Clouds,overcast clouds,Medium
2012-11-07 21:00:00,2347,276.98,Clouds,overcast clouds,Medium
2012-11-07 22:00:00,1544,276.93,Rain,light rain,Low
2012-11-07 23:00:00,1219,276.76,Clouds,overcast clouds,Low
2012-11-08 00:00:00,783,276.79,Clouds,overcast clouds,Low
2012-11-08 01:00:00,357,276.64,Clouds,overcast clouds,Low
2012-11-08 02:00:00,286,276.41,Clouds,overcast clouds,Low
2012-11-08 03:00:00,396,276.32,Clouds,overcast clouds,Low
2012-11-08 04:00:00,791,276.32,Clouds,overcast clouds,Low
2012-11-08 05:00:00,2681,276.29,Clouds,overcast clouds,Medium
2012-11-08 06:00:00,5614,276.29,Clouds,overcast clouds,High
2012-11-08 07:00:00,6834,276.38,Clouds,overcast clouds,High
2012-11-08 08:00:00,6280,276.94,Clouds,overcast clouds,High
2012-11-08 09:00:00,5460,277.39,Clouds,overcast clouds,High
2012-11-08 10:00:00,4670,278.31,Clouds,overcast clouds,Medium
2012-11-08 11:00:00,5071,278.71,Clouds,overcast clouds,High
2012-11-08 12:00:00,5246,279.86,Clouds,overcast clouds,High
2012-11-08 13:00:00,5039,279.97,Clouds,broken clouds,High
2012-11-08 14:00:00,5411,280.53,Clouds,overcast clouds,High
2012-11-08 15:00:00,5866,280.57,Clouds,overcast clouds,High
2012-11-08 16:00:00,6556,280.3,Clouds,overcast clouds,High
2012-11-08 17:00:00,6204,279.79,Clouds,overcast clouds,High
2012-11-08 18:00:00,4688,278.91,Clouds,overcast clouds,Medium
2012-11-08 19:00:00,3326,277.79,Clouds,scattered clouds,Medium
2012-11-08 20:00:00,3229,277.0,Clouds,broken clouds,Medium
2012-11-08 21:00:00,2790,276.52,Clouds,broken clouds,Medium
2012-11-08 22:00:00,1946,276.25,Clouds,scattered clouds,Low
2012-11-08 23:00:00,1181,276.1,Clouds,overcast clouds,Low
2012-11-09 00:00:00,649,276.1,Clouds,broken clouds,Low
2012-11-09 01:00:00,422,275.91,Clouds,scattered clouds,Low
2012-11-09 02:00:00,340,275.69,Clouds,scattered clouds,Low
2012-11-09 03:00:00,365,275.4,Clouds,scattered clouds,Low
2012-11-09 04:00:00,683,275.44,Clouds,few clouds,Low
2012-11-09 05:00:00,2471,275.35,Clouds,few clouds,Medium
2012-11-09 06:00:00,5538,275.4,Clear,sky is clear,High
2012-11-09 07:00:00,6880,275.4,Clear,sky is clear,High
2012-11-09 08:00:00,5906,275.89,Clear,sky is clear,High
2012-11-09 09:00:00,5234,277.07,Clear,sky is clear,High
2012-11-09 10:00:00,4719,278.66,Clear,sky is clear,Medium
2012-11-09 11:00:00,5304,282.16,Clouds,broken clouds,High
2012-11-09 12:00:00,5487,282.49,Clear,sky is clear,High
2012-11-09 13:00:00,5532,284.21,Clouds,scattered clouds,High
2012-11-09 14:00:00,5816,284.57,Clouds,scattered clouds,High
2012-11-09 15:00:00,5958,284.64,Clouds,broken clouds,High
2012-11-09 16:00:00,6455,284.11,Clouds,scattered clouds,High
2012-11-09 17:00:00,6154,282.06,Clouds,scattered clouds,High
2012-11-09 18:00:00,5330,279.8,Clouds,few clouds,High
2012-11-09 19:00:00,3540,278.54,Clouds,few clouds,Medium
2012-11-09 20:00:00,3193,278.09,Clear,sky is clear,Medium
2012-11-09 21:00:00,2948,277.88,Clear,sky is clear,Medium
2012-11-09 22:00:00,2496,277.36,Clouds,few clouds,Medium
2012-11-09 23:00:00,1707,277.25,Clouds,few clouds,Low
2012-11-10 00:00:00,1090,276.64,Clear,sky is clear,Low
2012-11-10 01:00:00,735,275.98,Clear,sky is clear,Low
2012-11-10 02:00:00,537,275.73,Clear,sky is clear,Low
2012-11-10 03:00:00,371,275.63,Clouds,few clouds,Low
2012-11-10 04:00:00,397,275.29,Clouds,few clouds,Low
2012-11-10 05:00:00,696,275.25,Clouds,broken clouds,Low
2012-11-10 06:00:00,1301,275.1,Mist,mist,Low
2012-11-10 07:00:00,1932,275.23,Clouds,scattered clouds,Low
2012-11-10 08:00:00,2952,276.09,Clouds,few clouds,Medium
2012-11-10 09:00:00,3529,277.86,Clouds,few clouds,Medium
2012-11-10 10:00:00,3837,280.05,Clouds,few clouds,Medium
2012-11-10 11:00:00,4338,281.75,Clouds,few clouds,Medium
2012-11-10 12:00:00,4762,283.15,Clouds,few clouds,Medium
2012-11-10 13:00:00,4367,283.99,Clouds,broken clouds,Medium
2012-11-10 14:00:00,4369,284.03,Clouds,broken clouds,Medium
2012-11-10 15:00:00,4536,283.98,Clear,sky is clear,Medium
2012-11-10 16:00:00,4520,283.0,Clear,sky is clear,Medium
2012-11-10 17:00:00,4677,281.46,Clouds,overcast clouds,Medium
2012-11-10 18:00:00,4025,280.71,Clouds,overcast clouds,Medium
2012-11-10 19:00:00,3128,280.24,Clouds,overcast clouds,Medium
2012-11-10 20:00:00,2905,280.18,Clouds,overcast clouds,Medium
2012-11-10 21:00:00,2853,280.08,Clouds,overcast clouds,Medium
2012-11-10 22:00:00,3288,280.23,Clouds,overcast clouds,Medium
2012-11-10 23:00:00,2239,280.33,Clouds,overcast clouds,Medium
2012-11-11 00:00:00,1381,280.27,Haze,haze,Low
2012-11-11 01:00:00,922,279.87,Drizzle,light intensity drizzle,Low
2012-11-11 01:00:00,922,279.87,Rain,light rain,Low
2012-11-11 01:00:00,922,279.87,Haze,haze,Low
2012-11-11 01:00:00,922,279.87,Mist,mist,Low
2012-11-11 02:00:00,626,280.01,Mist,mist,Low
2012-11-11 02:00:00,626,280.01,Haze,haze,Low
2012-11-11 02:00:00,626,280.01,Drizzle,light intensity drizzle,Low
2012-11-11 03:00:00,331,280.26,Rain,light rain,Low
2012-11-11 03:00:00,331,280.26,Mist,mist,Low
2012-11-11 03:00:00,331,280.26,Haze,haze,Low
2012-11-11 03:00:00,331,280.26,Thunderstorm,proximity thunderstorm,Low
2012-11-11 04:00:00,304,280.1,Thunderstorm,thunderstorm with light rain,Low
2012-11-11 04:00:00,304,280.1,Mist,mist,Low
2012-11-11 04:00:00,304,280.1,Haze,haze,Low
2012-11-11 04:00:00,304,280.1,Thunderstorm,thunderstorm with heavy rain,Low
2012-11-11 04:00:00,304,280.1,Drizzle,light intensity drizzle,Low
2012-11-11 05:00:00,462,279.9,Mist,mist,Low
2012-11-11 05:00:00,462,279.9,Thunderstorm,thunderstorm with heavy rain,Low
2012-11-11 05:00:00,462,279.9,Rain,light rain,Low
2012-11-11 06:00:00,793,279.79,Thunderstorm,thunderstorm with light rain,Low
2012-11-11 06:00:00,793,279.79,Mist,mist,Low
2012-11-11 06:00:00,793,279.79,Rain,heavy intensity rain,Low
2012-11-11 06:00:00,793,279.79,Rain,light rain,Low
2012-11-11 07:00:00,1120,279.95,Drizzle,light intensity drizzle,Low
2012-11-11 07:00:00,1120,279.95,Mist,mist,Low
2012-11-11 07:00:00,1120,279.95,Rain,light rain,Low
2012-11-11 08:00:00,1797,279.91,Mist,mist,Low
2012-11-11 08:00:00,1797,279.91,Drizzle,drizzle,Low
2012-11-11 09:00:00,2687,280.43,Mist,mist,Medium
2012-11-11 09:00:00,2687,280.43,Rain,light rain,Medium
2012-11-11 09:00:00,2687,280.43,Drizzle,light intensity drizzle,Medium
2012-11-11 09:00:00,2687,280.43,Drizzle,drizzle,Medium
2012-11-11 09:00:00,2687,280.43,Rain,moderate rain,Medium
2012-11-11 10:00:00,3961,281.02,Mist,mist,Medium
2012-11-11 10:00:00,3961,281.02,Rain,light rain,Medium
2012-11-11 11:00:00,4086,282.05,Mist,mist,Medium
2012-11-11 12:00:00,3710,283.42,Mist,mist,Medium
2012-11-11 12:00:00,3710,283.42,Drizzle,drizzle,Medium
2012-11-11 13:00:00,3733,284.94,Mist,mist,Medium
2012-11-11 13:00:00,3733,284.94,Haze,haze,Medium
2012-11-11 14:00:00,3666,287.6,Haze,haze,Medium
2012-11-11 14:00:00,3666,287.6,Mist,mist,Medium
2012-11-11 15:00:00,4012,289.71,Haze,haze,Medium
2012-11-11 15:00:00,4012,289.71,Mist,mist,Medium
2012-11-11 16:00:00,4169,291.14,Mist,mist,Medium
2012-11-11 17:00:00,3636,290.28,Mist,mist,Medium
2012-11-11 18:00:00,3390,288.29,Thunderstorm,proximity thunderstorm,Medium
2012-11-11 18:00:00,3390,288.29,Mist,mist,Medium
2012-11-11 19:00:00,2660,289.25,Mist,mist,Medium
2012-11-11 20:00:00,2173,291.57,Clouds,overcast clouds,Medium
2012-11-11 21:00:00,1924,291.28,Clear,sky is clear,Low
2012-11-11 23:00:00,2863,288.12,Clear,sky is clear,Medium
2012-11-12 00:00:00,1000,288.12,Clear,sky is clear,Low
2012-11-12 01:00:00,352,282.74,Clear,sky is clear,Low
2012-11-12 02:00:00,263,282.74,Clear,sky is clear,Low
2012-11-12 03:00:00,341,282.74,Clear,sky is clear,Low
2012-11-12 04:00:00,761,282.74,Clear,sky is clear,Low
2012-11-12 05:00:00,2467,282.74,Clear,sky is clear,Medium
2012-11-12 06:00:00,5242,282.74,Clear,sky is clear,High
2012-11-12 07:00:00,5390,273.9,Clear,sky is clear,High
2012-11-12 08:00:00,2029,273.9,Clear,sky is clear,Medium
2012-11-12 09:00:00,2096,273.9,Clear,sky is clear,Medium
2012-11-12 10:00:00,2892,272.42,Clouds,overcast clouds,Medium
2012-11-12 11:00:00,4245,272.09,Snow,heavy snow,Medium
2012-11-12 11:00:00,4245,272.09,Mist,mist,Medium
2012-11-12 12:00:00,4148,271.94,Snow,heavy snow,Medium
2012-11-12 13:00:00,4362,271.85,Clouds,overcast clouds,Medium
2012-11-12 14:00:00,4619,271.4,Clouds,overcast clouds,Medium
2012-11-12 15:00:00,4755,271.25,Clouds,overcast clouds,Medium
2012-11-12 16:00:00,5187,270.6,Clouds,overcast clouds,High
2012-11-12 17:00:00,5186,270.07,Clouds,overcast clouds,High
2012-11-12 18:00:00,3854,269.76,Clouds,overcast clouds,Medium
2012-11-12 19:00:00,2641,269.71,Clouds,overcast clouds,Medium
2012-11-12 20:00:00,2222,269.19,Snow,heavy snow,Medium
2012-11-12 21:00:00,1943,268.91,Snow,heavy snow,Low
2012-11-12 22:00:00,1437,268.39,Snow,heavy snow,Low
2012-11-12 23:00:00,2409,267.27,Snow,heavy snow,Medium
2012-11-13 00:00:00,905,267.05,Snow,heavy snow,Low
2012-11-13 01:00:00,367,266.64,Clouds,overcast clouds,Low
2012-11-13 02:00:00,290,266.58,Snow,heavy snow,Low
2012-11-13 03:00:00,317,266.02,Clouds,broken clouds,Low
2012-11-13 04:00:00,775,265.93,Clouds,overcast clouds,Low
2012-11-13 05:00:00,2571,266.15,Snow,heavy snow,Medium
2012-11-13 06:00:00,5541,266.42,Snow,heavy snow,High
2012-11-13 07:00:00,6529,266.85,Snow,heavy snow,High
2012-11-13 08:00:00,6242,266.86,Snow,heavy snow,High
2012-11-13 08:00:00,6242,266.86,Mist,mist,High
2012-11-13 09:00:00,5438,267.05,Snow,heavy snow,High
2012-11-13 10:00:00,4656,267.81,Snow,heavy snow,Medium
2012-11-13 11:00:00,4759,268.35,Snow,heavy snow,Medium
2012-11-13 12:00:00,4943,268.77,Snow,heavy snow,Medium
2012-11-13 13:00:00,4924,269.04,Clouds,overcast clouds,Medium
2012-11-13 14:00:00,5409,269.23,Clouds,overcast clouds,High
2012-11-13 15:00:00,5664,269.51,Clouds,broken clouds,High
2012-11-13 16:00:00,6436,269.24,Clouds,overcast clouds,High
2012-11-13 17:00:00,6212,269.06,Clouds,overcast clouds,High
2012-11-13 18:00:00,4324,268.35,Clouds,overcast clouds,Medium
2012-11-13 19:00:00,2948,268.26,Clouds,overcast clouds,Medium
2012-11-13 20:00:00,2604,268.21,Clouds,broken clouds,Medium
2012-11-13 21:00:00,2192,267.91,Clouds,few clouds,Medium
2012-11-13 22:00:00,1563,267.75,Clear,sky is clear,Low
2012-11-13 23:00:00,1346,267.15,Clouds,few clouds,Low
2012-11-14 00:00:00,535,266.33,Clouds,few clouds,Low
2012-11-14 01:00:00,325,265.99,Clear,sky is clear,Low
2012-11-14 02:00:00,252,265.94,Clear,sky is clear,Low
2012-11-14 03:00:00,361,265.14,Clear,sky is clear,Low
2012-11-14 04:00:00,795,264.61,Clear,sky is clear,Low
2012-11-14 05:00:00,2620,264.67,Clear,sky is clear,Medium
2012-11-14 06:00:00,5730,264.82,Clear,sky is clear,High
2012-11-14 07:00:00,6792,265.1,Clear,sky is clear,High
2012-11-14 08:00:00,6199,266.4,Clear,sky is clear,High
2012-11-14 09:00:00,5216,269.25,Clear,sky is clear,High
2012-11-14 10:00:00,4864,271.89,Clouds,scattered clouds,Medium
2012-11-14 11:00:00,5477,272.77,Clear,sky is clear,High
2012-11-14 12:00:00,5654,275.0,Clear,sky is clear,High
2012-11-14 13:00:00,5761,277.19,Clear,sky is clear,High
2012-11-14 14:00:00,6131,277.92,Clear,sky is clear,High
2012-11-14 15:00:00,6415,278.95,Clouds,broken clouds,High
2012-11-14 16:00:00,7189,278.02,Clouds,broken clouds,High
2012-11-14 17:00:00,6968,276.5,Clouds,broken clouds,High
2012-11-14 18:00:00,5182,275.88,Clouds,overcast clouds,High
2012-11-14 19:00:00,3536,275.98,Clouds,overcast clouds,Medium
2012-11-14 20:00:00,3052,275.98,Clouds,overcast clouds,Medium
2012-11-14 21:00:00,2665,276.13,Clouds,overcast clouds,Medium
2012-11-14 22:00:00,2044,276.53,Clouds,overcast clouds,Medium
2012-11-14 23:00:00,1841,276.53,Clouds,overcast clouds,Low
2012-11-15 00:00:00,575,276.48,Clouds,overcast clouds,Low
2012-11-15 01:00:00,325,276.26,Clouds,overcast clouds,Low
2012-11-15 02:00:00,294,276.02,Clouds,overcast clouds,Low
2012-11-15 03:00:00,371,275.87,Clouds,overcast clouds,Low
2012-11-15 04:00:00,817,275.47,Clouds,overcast clouds,Low
2012-11-15 05:00:00,2657,274.91,Clouds,overcast clouds,Medium
2012-11-15 06:00:00,5814,274.34,Clouds,overcast clouds,High
2012-11-15 07:00:00,6761,273.31,Clouds,broken clouds,High
2012-11-15 08:00:00,6171,273.76,Clouds,scattered clouds,High
2012-11-15 09:00:00,5387,276.44,Clouds,few clouds,High
2012-11-15 10:00:00,4704,278.23,Clouds,scattered clouds,Medium
2012-11-15 11:00:00,4811,279.03,Clear,sky is clear,Medium
2012-11-15 12:00:00,5115,280.71,Clear,sky is clear,High
2012-11-15 13:00:00,5114,283.26,Clouds,scattered clouds,High
2012-11-15 14:00:00,5597,283.8,Clouds,broken clouds,High
2012-11-15 15:00:00,5801,283.29,Clouds,broken clouds,High
2012-11-15 16:00:00,6570,282.32,Clouds,broken clouds,High
2012-11-15 17:00:00,6396,280.33,Clouds,broken clouds,High
2012-11-15 18:00:00,4717,278.97,Clouds,overcast clouds,Medium
2012-11-15 19:00:00,3398,278.64,Clouds,overcast clouds,Medium
2012-11-15 20:00:00,3258,278.12,Clouds,overcast clouds,Medium
2012-11-15 21:00:00,2681,278.05,Clouds,overcast clouds,Medium
2012-11-15 23:00:00,1367,279.5,Clouds,overcast clouds,Low
2012-11-16 00:00:00,662,279.5,Clouds,overcast clouds,Low
2012-11-16 01:00:00,435,277.1,Rain,light rain,Low
2012-11-16 02:00:00,332,277.1,Rain,light rain,Low
