ID,Severity,Start_Time,Start_Lat,Start_Lng,Distance(mi),Traffic_Signal,Sunrise_Sunset
A-780,3,2016-06-21 13:59:18,37.741356,-121.580826,0.0,False,Day
A-781,2,2016-06-21 13:59:57,38.668053,-121.31208,0.0,False,Day
A-782,3,2016-06-21 14:06:34,37.78735,-122.247955,0.0,False,Day
A-783,2,2016-06-21 14:03:09,38.781418,-121.145889,0.0,False,Day
A-784,3,2016-06-21 14:16:46,37.608707,-122.068192,0.0,False,Day
A-785,3,2016-06-21 14:17:32,38.547523,-121.717918,0.0,False,Day
A-786,2,2016-06-21 14:41:50,37.977779,-122.06575,0.0,False,Day
A-787,2,2016-06-21 14:34:20,37.339455,-121.852043,0.0,False,Day
A-788,2,2016-06-21 14:49:07,37.553684,-122.296257,0.0,False,Day
A-789,3,2016-06-21 14:57:48,37.731983,-122.415413,0.0,False,Day
A-790,3,2016-06-21 14:53:08,37.854485,-122.219765,0.0,False,Day
A-791,2,2016-06-21 14:51:55,37.992588,-122.039635,0.0,False,Day
A-792,2,2016-06-21 14:52:37,38.58997,-121.26548,0.0,True,Day
A-793,2,2016-06-21 15:09:59,39.328636,-121.11116,0.0,False,Day
A-794,2,2016-06-21 15:23:34,38.481689,-121.396133,0.0,False,Day
A-795,3,2016-06-21 16:02:09,37.462418,-122.144402,0.0,False,Day
A-796,3,2016-06-21 15:55:54,38.404911,-121.912468,0.0,False,Day
A-797,2,2016-06-21 15:56:52,38.744423,-121.247093,0.0,True,Day
A-798,2,2016-06-21 16:16:25,38.203735,-121.556808,0.0,False,Day
A-799,3,2016-06-21 16:47:53,38.671062,-121.591881,0.0,False,Day
A-800,2,2016-06-21 17:55:06,38.566139,-121.336296,0.0,False,Day
A-801,2,2016-06-21 18:48:19,38.846264,-121.299644,0.0,False,Day
A-802,3,2016-06-21 18:58:58,38.564201,-121.513878,0.0,False,Day
A-803,2,2016-06-21 19:21:38,38.682323,-120.847435,0.0,False,Day
A-804,2,2016-06-21 19:36:26,37.923492,-122.513168,0.0,False,Day
A-805,3,2016-06-21 19:38:23,37.692444,-122.140167,0.0,False,Day
A-806,3,2016-06-21 19:34:13,37.804386,-121.989738,0.0,False,Day
A-807,2,2016-06-21 19:45:28,37.252171,-121.95821399999998,0.0,False,Day
A-808,3,2016-06-21 19:46:41,37.701649,-121.911278,0.0,False,Day
A-809,2,2016-06-21 20:03:18,37.807072,-122.475616,0.0,False,Day
A-810,3,2016-06-21 20:02:45,37.690559,-122.074669,0.0,False,Day
A-811,3,2016-06-21 20:03:23,37.766987,-121.335495,0.0,False,Day
A-812,3,2016-06-21 20:19:38,37.700043,-121.779655,0.0,False,Day
A-813,3,2016-06-21 20:38:09,37.933292,-121.296669,0.0,False,Night
A-814,2,2016-06-21 20:48:42,39.411289,-123.354477,0.0,False,Night
A-815,2,2016-06-21 21:18:10,38.556145,-121.443192,0.0,False,Night
A-816,3,2016-06-21 21:39:20,38.74008900000001,-121.273468,0.0,False,Night
A-817,3,2016-06-21 21:42:40,38.74008900000001,-121.273468,0.0,False,Night
A-818,2,2016-06-21 21:33:47,38.74398400000001,-121.226074,0.0,True,Night
A-819,2,2016-06-21 21:45:26,38.477348,-122.73214,0.0,False,Night
A-820,3,2016-06-21 22:01:11,37.364136,-122.124481,0.0,False,Night
A-821,3,2016-06-21 22:02:04,37.314922,-121.910576,0.0,False,Night
A-822,2,2016-06-21 22:26:36,37.955566,-122.370888,0.0,False,Night
A-823,3,2016-06-21 22:55:09,38.501938,-121.789146,0.0,False,Night
A-824,2,2016-06-21 23:46:57,38.714298,-121.540237,0.0,False,Night
A-825,3,2016-06-22 00:29:47,37.69278,-122.101685,0.0,False,Night
A-826,2,2016-06-22 00:29:20,39.267353,-121.02877,0.0,False,Night
A-827,2,2016-06-22 00:40:26,39.098984,-122.804314,0.0,False,Night
A-828,3,2016-06-22 01:24:26,37.785709,-122.244514,0.0,False,Night
A-829,2,2016-06-22 01:23:44,37.996063,-121.785194,0.0,False,Night
A-830,2,2016-06-22 01:59:16,38.558533,-122.447746,0.0,False,Night
A-831,3,2016-06-22 02:01:25,37.926357,-122.060768,0.0,False,Night
A-832,3,2016-06-22 02:43:31,37.352432,-121.837746,0.0,False,Night
A-833,2,2016-06-22 03:46:12,37.301517,-121.876823,0.0,False,Night
A-834,3,2016-06-22 04:31:35,37.808498,-122.366852,0.0,False,Night
A-835,2,2016-06-22 05:53:46,37.674477,-122.100662,0.0,False,Day
A-836,3,2016-06-22 05:45:14,37.549904,-122.025429,0.0,False,Night
A-837,2,2016-06-22 06:46:30,38.176636,-122.594177,0.0,False,Day
A-838,2,2016-06-22 06:40:26,37.590557,-122.36186200000002,0.0,False,Day
A-839,3,2016-06-22 07:07:21,38.606236,-121.508064,0.0,False,Day
A-840,3,2016-06-22 08:01:02,37.57436,-121.88523899999998,0.0,False,Day
A-841,2,2016-06-22 08:43:06,38.692123,-120.886917,0.0,False,Day
A-842,3,2016-06-22 09:11:07,38.242306,-122.08654,0.0,False,Day
A-843,2,2016-06-22 09:16:22,37.036915,-122.042366,0.0,True,Day
A-844,3,2016-06-22 09:12:40,37.708939,-121.723686,0.0,False,Day
A-845,2,2016-06-22 09:26:11,38.094425,-120.944992,0.0,False,Day
A-846,2,2016-06-22 09:47:26,37.359665,-121.995987,0.0,True,Day
A-847,3,2016-06-22 10:03:15,37.986759,-122.31488,0.0,True,Day
A-848,3,2016-06-22 10:04:15,37.997124,-122.286018,0.0,False,Day
A-849,2,2016-06-22 10:08:16,37.488846,-122.212852,0.0,False,Day
A-850,2,2016-06-22 10:11:14,38.578747,-121.307381,0.0,False,Day
A-851,3,2016-06-22 10:21:08,37.598789,-122.060852,0.0,False,Day
A-852,2,2016-06-22 10:18:36,38.005135,-122.037445,0.0,False,Day
A-853,3,2016-06-22 10:14:58,37.701225,-121.92247,0.0,False,Day
A-854,3,2016-06-22 10:17:01,38.686363,-121.33287,0.0,False,Day
A-855,2,2016-06-22 10:26:47,37.506924,-122.341293,0.0,True,Day
A-856,2,2016-06-22 10:22:06,36.666836,-121.684853,0.0,True,Day
A-857,3,2016-06-22 10:33:41,37.798454,-122.274803,0.0,True,Day
A-858,3,2016-06-22 10:49:43,38.522472,-121.521584,0.0,False,Day
A-859,2,2016-06-22 11:00:11,38.069008,-122.53876499999998,0.0,False,Day
A-860,2,2016-06-22 11:02:15,38.149895,-122.451241,0.0,False,Day
A-861,3,2016-06-22 10:53:26,37.910786,-122.31713899999998,0.0,True,Day
A-862,2,2016-06-22 10:54:18,37.861332,-122.210243,0.0,False,Day
A-863,2,2016-06-22 10:58:22,36.992775,-121.957268,0.0,True,Day
A-864,2,2016-06-22 10:57:43,36.609657,-121.898407,0.0,True,Day
A-865,3,2016-06-22 10:52:25,37.700855,-121.81778,0.0,False,Day
A-866,2,2016-06-22 10:57:10,36.676228,-121.701744,0.0,False,Day
A-867,3,2016-06-22 11:04:27,38.100746,-122.229858,0.0,False,Day
A-868,3,2016-06-22 11:05:21,37.495384,-121.923294,0.0,False,Day
A-869,3,2016-06-22 11:03:22,37.434715,-121.888161,0.0,False,Day
A-870,3,2016-06-22 11:11:09,37.588905,-121.870926,0.0,False,Day
A-871,3,2016-06-22 11:21:36,38.022526,-122.262299,0.0,False,Day
A-872,3,2016-06-22 11:19:53,37.740906,-122.196472,0.0,False,Day
A-873,3,2016-06-22 11:18:40,38.02545900000001,-122.112236,0.0,False,Day
A-874,3,2016-06-22 11:24:04,37.605614,-121.872658,0.0,False,Day
A-875,2,2016-06-22 11:13:07,36.624298,-121.841774,0.0,False,Day
A-876,2,2016-06-22 11:23:11,37.318287,-121.831551,0.0,False,Day
A-877,2,2016-06-22 11:19:52,38.510151,-121.459702,0.0,False,Day
A-878,3,2016-06-22 11:17:24,38.644184,-121.38831299999998,0.0,False,Day
A-879,2,2016-06-22 11:24:03,38.559532,-121.373085,0.0,False,Day
A-880,3,2016-06-22 11:26:59,37.74055900000001,-121.58578500000002,0.0,False,Day
A-881,3,2016-06-22 11:45:37,37.997124,-122.286018,0.0,False,Day
A-882,2,2016-06-22 11:40:37,37.337513,-122.059784,0.0,False,Day
A-883,2,2016-06-22 12:09:08,37.276817,-122.007233,0.0,False,Day
A-884,2,2016-06-22 12:04:35,38.494873,-121.45028700000002,0.0,False,Day
A-885,2,2016-06-22 12:03:52,38.409306,-121.35331,0.0,False,Day
A-886,3,2016-06-22 12:24:23,37.89658,-122.071281,0.0,True,Day
A-887,2,2016-06-22 12:22:52,37.955479,-121.324814,0.0,False,Day
A-888,3,2016-06-22 12:42:09,38.022526,-122.262299,0.0,False,Day
A-889,3,2016-06-22 12:29:21,37.687485,-122.133484,0.0,False,Day
A-890,3,2016-06-22 12:41:12,37.334255,-122.032471,0.0,False,Day
A-891,2,2016-06-22 12:31:22,37.381866,-121.963829,0.0,False,Day
A-892,2,2016-06-22 12:46:58,37.704407,-122.394241,0.0,False,Day
A-893,3,2016-06-22 12:43:29,38.169338,-122.199928,0.0,False,Day
A-894,3,2016-06-22 12:56:27,37.795124,-122.266594,0.0,True,Day
A-895,2,2016-06-22 12:53:01,37.276817,-122.007233,0.0,False,Day
A-896,3,2016-06-22 13:05:41,37.756107,-122.392464,0.0,False,Day
A-897,3,2016-06-22 13:05:08,37.793484,-122.263992,0.0,False,Day
A-898,2,2016-06-22 13:18:24,37.877388,-122.184158,0.0,False,Day
A-899,2,2016-06-22 13:19:25,38.478897,-121.421066,0.0,False,Day
A-900,2,2016-06-22 13:42:52,37.54932,-122.292496,0.0,False,Day
A-901,2,2016-06-22 13:42:22,38.588772,-121.404259,0.0,False,Day
A-902,3,2016-06-22 13:54:49,37.76329000000001,-122.216171,0.0,False,Day
A-903,2,2016-06-22 13:53:36,37.994179,-122.074287,0.0,True,Day
A-904,3,2016-06-22 14:00:36,38.641266,-121.473755,0.0,False,Day
A-905,3,2016-06-22 14:00:36,38.631653,-121.397972,0.0,False,Day
A-906,3,2016-06-22 14:04:35,37.560719,-122.035637,0.0,False,Day
A-907,2,2016-06-22 14:04:29,38.343533,-121.335594,0.0,False,Day
A-908,3,2016-06-22 14:16:51,38.546047,-121.509056,0.0,False,Day
A-909,2,2016-06-22 14:31:14,38.026489,-121.960167,0.0,True,Day
A-910,2,2016-06-22 14:29:28,39.202377,-121.062012,0.0,False,Day
A-911,2,2016-06-22 14:40:35,36.988647,-121.982933,0.0,True,Day
A-912,2,2016-06-22 14:50:47,37.539642,-121.923859,0.0,True,Day
A-913,2,2016-06-22 14:52:35,38.116135,-121.395554,0.0,False,Day
A-914,2,2016-06-22 14:56:21,38.23616,-122.461472,0.0,False,Day
A-915,2,2016-06-22 15:22:39,38.676525,-121.359612,0.0,False,Day
A-916,3,2016-06-22 15:36:39,37.784885,-122.39267,0.0,False,Day
A-917,3,2016-06-22 15:37:17,37.351471,-121.91433700000002,0.0,False,Day
A-918,2,2016-06-22 15:54:24,38.937412,-121.095352,0.0,False,Day
A-919,3,2016-06-22 15:55:13,38.772587,-121.253479,0.0,False,Day
A-920,2,2016-06-22 15:55:51,39.300751,-121.029884,0.0,False,Day
A-921,3,2016-06-22 16:30:45,37.410072,-121.879219,0.0,False,Day
A-922,2,2016-06-22 16:45:30,38.675251,-121.352432,0.0,False,Day
A-923,2,2016-06-22 16:50:46,38.667656,-121.33844,0.0,False,Day
A-924,2,2016-06-22 16:44:48,38.678547,-121.235008,0.0,True,Day
A-925,2,2016-06-22 16:44:23,39.143547,-121.061333,0.0,False,Day
A-926,3,2016-06-22 17:47:35,38.552616,-121.69381,0.0,False,Day
A-927,2,2016-06-22 17:44:46,37.570854,-122.032478,0.0,True,Day
A-928,3,2016-06-22 17:56:42,38.945255,-121.046089,0.0,False,Day
A-929,2,2016-06-22 18:06:34,38.929756,-121.08866100000002,0.0,True,Day
A-930,3,2016-06-22 18:13:45,37.31652800000001,-121.911858,0.0,True,Day
A-931,3,2016-06-22 18:26:43,37.315025,-121.909073,0.0,False,Day
A-932,3,2016-06-22 18:45:07,37.830669,-122.293343,0.0,False,Day
A-933,3,2016-06-22 18:54:05,37.641117,-122.406021,0.0,False,Day
A-934,3,2016-06-22 18:52:35,37.693237,-122.052116,0.0,False,Day
A-935,3,2016-06-22 19:02:49,37.852394,-122.029083,0.0,False,Day
A-936,2,2016-06-22 18:53:20,38.373032,-121.358482,0.0,False,Day
A-937,3,2016-06-22 19:21:16,38.64341,-121.434265,0.0,False,Day
A-938,3,2016-06-22 19:27:10,38.537041,-121.739067,0.0,False,Day
A-939,3,2016-06-22 19:25:00,38.559505,-121.467201,0.0,False,Day
A-940,3,2016-06-22 19:38:29,38.546028,-121.509315,0.0,False,Day
A-941,3,2016-06-22 19:39:03,38.942398,-121.09426100000002,0.0,True,Day
A-942,3,2016-06-22 19:50:32,38.618366,-121.529411,0.0,False,Day
A-943,3,2016-06-22 19:49:43,37.779552,-121.314514,0.0,False,Day
A-944,3,2016-06-22 19:52:44,37.851658,-121.282875,0.0,False,Day
A-945,3,2016-06-22 19:58:19,38.64315,-121.434677,0.0,False,Day
A-946,2,2016-06-22 20:07:30,38.658169,-120.969086,0.0,True,Day
A-947,2,2016-06-22 20:20:55,37.638012,-121.324409,0.0,False,Day
A-948,3,2016-06-22 20:42:15,37.31638,-121.951538,0.0,True,Night
A-949,3,2016-06-22 20:51:12,38.767025,-121.253128,0.0,False,Night
A-950,2,2016-06-22 21:10:41,39.233013,-121.03894,0.0,False,Night
A-951,2,2016-06-22 21:44:20,38.651775,-121.382942,0.0,True,Night
A-952,3,2016-06-22 22:01:43,37.634174,-122.414825,0.0,False,Night
A-953,3,2016-06-22 22:02:42,37.581238,-122.049042,0.0,False,Night
A-954,2,2016-06-22 22:08:03,38.601833,-121.382904,0.0,False,Night
A-955,2,2016-06-22 22:23:58,38.236176,-122.461472,0.0,False,Night
A-956,3,2016-06-22 22:22:53,37.785542,-122.39138,0.0,False,Night
A-957,2,2016-06-22 22:34:05,37.62746,-120.99706299999998,0.0,False,Night
A-958,2,2016-06-22 22:42:15,38.761791,-120.915413,0.0,False,Night
A-959,3,2016-06-22 23:26:28,38.229401,-122.116844,0.0,False,Night
A-960,3,2016-06-22 23:28:00,37.327499,-121.878082,0.0,False,Night
A-961,1,2016-06-22 23:54:48,37.750488,-121.379982,0.0,False,Night
A-962,2,2016-06-23 00:12:46,37.37682,-121.941536,0.0,False,Night
A-963,3,2016-06-23 01:32:38,37.38965200000001,-122.163582,0.0,False,Night
A-964,2,2016-06-23 01:32:06,37.70306,-122.07856,0.0,False,Night
A-965,3,2016-06-23 01:37:25,37.323593,-121.940826,0.0,False,Night
A-966,3,2016-06-23 02:30:30,37.690514,-121.918709,0.0,False,Night
A-967,3,2016-06-23 02:22:17,37.656654,-121.901588,0.0,False,Night
A-968,3,2016-06-23 02:48:04,37.753693,-122.151398,0.0,False,Night
A-969,3,2016-06-23 03:04:28,38.227737,-122.120537,0.0,False,Night
A-970,2,2016-06-23 03:33:33,37.769375,-122.405533,0.0,False,Night
A-971,2,2016-06-23 03:34:59,37.696819,-122.071869,0.0,False,Night
A-972,3,2016-06-23 06:12:18,37.8745,-122.306038,0.0,False,Day
A-973,2,2016-06-23 06:42:10,37.752502,-122.403008,0.0,False,Day
A-974,2,2016-06-23 07:26:37,37.7883,-121.300407,0.0,False,Day
A-975,2,2016-06-23 07:10:03,38.860706,-121.300247,0.0,False,Day
A-976,2,2016-06-23 07:12:38,37.86365900000001,-121.218956,0.0,False,Day
A-977,3,2016-06-23 08:42:50,37.54723,-122.37265,0.0,False,Day
A-978,3,2016-06-23 08:48:31,37.33442700000001,-121.936485,0.0,False,Day
A-979,2,2016-06-23 09:00:24,36.950603,-121.523094,0.0,False,Day
A-980,2,2016-06-23 08:59:12,38.660831,-121.337288,0.0,False,Day
A-981,3,2016-06-23 09:29:19,38.222748,-122.12883,0.0,False,Day
A-982,3,2016-06-23 09:20:26,37.343258,-121.846283,0.0,False,Day
A-983,3,2016-06-23 09:22:33,37.777836,-121.317451,0.0,False,Day
A-984,2,2016-06-23 09:28:40,38.722092,-121.22583799999998,0.0,True,Day
A-985,2,2016-06-23 09:38:38,38.246796,-122.627808,0.0,False,Day
A-986,3,2016-06-23 09:36:50,38.661053,-121.359779,0.0,False,Day
A-987,2,2016-06-23 09:30:59,37.813274,-121.034325,0.0,False,Day
A-988,3,2016-06-23 09:57:56,37.731277,-122.435219,0.0,False,Day
A-989,3,2016-06-23 09:50:39,37.315239,-121.914902,0.0,False,Day
A-990,3,2016-06-23 09:52:09,37.328579,-121.871277,0.0,False,Day
A-991,2,2016-06-23 10:01:11,37.882004,-121.641479,0.0,False,Day
A-992,2,2016-06-23 09:55:31,38.835583,-121.168533,0.0,True,Day
A-993,2,2016-06-23 10:14:53,37.933201,-122.046196,0.0,False,Day
A-994,3,2016-06-23 10:17:23,37.657974,-121.902954,0.0,False,Day
A-995,3,2016-06-23 10:19:30,38.562939,-121.641922,0.0,False,Day
A-996,2,2016-06-23 10:31:07,38.022778,-121.965698,0.0,False,Day
A-997,3,2016-06-23 10:22:09,37.656654,-121.901588,0.0,False,Day
A-998,2,2016-06-23 10:31:51,38.690273,-121.392136,0.0,True,Day
A-999,2,2016-06-23 10:32:51,38.68111,-121.333244,0.0,True,Day
A-1000,2,2016-06-23 10:31:12,38.653061,-121.070541,0.0,False,Day
A-1001,3,2016-06-23 10:42:49,37.701363,-121.849533,0.0,False,Day
A-1002,3,2016-06-23 10:34:49,37.359573,-121.841133,0.0,False,Day
A-1003,2,2016-06-23 10:40:13,38.496124,-121.390579,0.0,False,Day
A-1004,2,2016-06-23 10:41:17,38.578369,-121.308044,0.0,False,Day
A-1005,2,2016-06-23 10:46:36,37.46876500000001,-122.155205,0.0,False,Day
A-1006,3,2016-06-23 10:48:42,37.700855,-121.81778,0.0,False,Day
A-1007,3,2016-06-23 10:55:43,38.216862,-122.13784,0.0,False,Day
A-1008,2,2016-06-23 10:55:44,38.524895,-121.467789,0.0,False,Day
A-1009,2,2016-06-23 10:54:58,38.510448,-121.460121,0.0,False,Day
A-1010,2,2016-06-23 10:59:32,37.734898,-122.408661,0.0,False,Day
A-1011,2,2016-06-23 10:58:32,37.488846,-122.212852,0.0,False,Day
A-1012,3,2016-06-23 11:08:38,37.643707,-122.093231,0.0,False,Day
A-1013,3,2016-06-23 11:00:44,37.74287,-121.561752,0.0,False,Day
A-1014,3,2016-06-23 11:10:15,38.72451,-121.290306,0.0,False,Day
A-1015,3,2016-06-23 11:22:34,37.732208,-122.414513,0.0,False,Day
A-1016,3,2016-06-23 11:29:52,37.932659,-122.325897,0.0,False,Day
A-1017,3,2016-06-23 11:31:02,37.920879,-122.317947,0.0,False,Day
A-1018,3,2016-06-23 11:42:47,37.627132,-122.430923,0.0,False,Day
A-1019,2,2016-06-23 11:37:34,37.420315,-121.939934,0.0,False,Day
A-1020,3,2016-06-23 11:51:30,37.700951,-121.80175,0.0,False,Day
A-1021,2,2016-06-23 12:04:13,37.552235,-122.308876,0.0,False,Day
A-1022,2,2016-06-23 12:11:21,37.764633,-122.405113,0.0,False,Day
A-1023,3,2016-06-23 12:05:46,37.825237,-122.305832,0.0,False,Day
A-1024,3,2016-06-23 12:10:20,37.783794,-122.178375,0.0,False,Day
A-1025,2,2016-06-23 12:05:00,37.35236,-121.968605,0.0,True,Day
A-1026,3,2016-06-23 12:06:39,37.364319,-121.90184,0.0,False,Day
A-1027,2,2016-06-23 12:08:34,36.58207700000001,-121.899719,0.0,False,Day
A-1028,3,2016-06-23 12:12:10,37.70248400000001,-121.740356,0.0,False,Day
A-1029,3,2016-06-23 12:15:04,37.705254,-121.733032,0.0,False,Day
A-1030,3,2016-06-23 12:34:23,37.444141,-122.267685,0.0,False,Day
A-1031,2,2016-06-23 12:39:50,38.313229,-122.488098,0.0,False,Day
A-1032,2,2016-06-23 12:40:41,37.152908,-121.652679,0.0,False,Day
A-1033,2,2016-06-23 12:46:31,37.480171,-122.406914,0.0,False,Day
A-1034,2,2016-06-23 13:05:26,38.228519,-121.970352,0.0,False,Day
A-1035,2,2016-06-23 12:56:39,38.15519000000001,-121.676437,0.0,True,Day
A-1036,2,2016-06-23 12:58:28,38.553505,-121.409332,0.0,False,Day
A-1037,2,2016-06-23 13:05:56,37.371944,-121.917366,0.0,False,Day
A-1038,3,2016-06-23 13:06:36,37.701363,-121.849533,0.0,False,Day
A-1039,2,2016-06-23 13:27:16,36.973698,-121.982666,0.0,False,Day
A-1040,3,2016-06-23 13:24:03,37.700855,-121.81778,0.0,False,Day
A-1041,2,2016-06-23 13:30:27,38.15519000000001,-121.676437,0.0,True,Day
A-1042,3,2016-06-23 13:26:32,38.637241,-121.411476,0.0,False,Day
A-1043,2,2016-06-23 13:27:25,38.661057,-121.364296,0.0,False,Day
A-1044,3,2016-06-23 13:41:25,37.945309,-122.058144,0.0,True,Day
A-1045,2,2016-06-23 13:43:41,37.179729,-121.994476,0.0,False,Day
A-1046,2,2016-06-23 13:58:07,37.722076,-121.531799,0.0,True,Day
A-1047,2,2016-06-23 13:57:28,37.754169,-121.435043,0.0,True,Day
A-1048,2,2016-06-23 13:55:28,38.050018,-121.014732,0.0,False,Day
A-1049,3,2016-06-23 14:12:22,37.997124,-122.286018,0.0,False,Day
A-1050,2,2016-06-23 14:18:52,38.253296,-122.392021,0.0,False,Day
A-1051,3,2016-06-23 14:14:12,38.707462,-121.309219,0.0,False,Day
A-1052,2,2016-06-23 14:40:44,37.965424,-122.332581,0.0,False,Day
A-1053,2,2016-06-23 14:40:26,38.560844,-121.76767,0.0,False,Day
A-1054,2,2016-06-23 14:41:19,38.64922,-121.292023,0.0,False,Day
A-1055,2,2016-06-23 14:48:27,38.256031,-122.327896,0.0,False,Day
A-1056,2,2016-06-23 14:53:08,37.33255,-122.055733,0.0,False,Day
A-1057,3,2016-06-23 14:58:12,37.700802,-121.92276,0.0,False,Day
A-1058,3,2016-06-23 15:28:19,38.5536,-121.690643,0.0,False,Day
A-1059,3,2016-06-23 15:26:19,38.62479,-121.517189,0.0,False,Day
A-1060,2,2016-06-23 15:44:09,38.553349,-121.436615,0.0,False,Day
A-1061,3,2016-06-23 16:46:10,38.633633,-121.500381,0.0,False,Day
A-1062,3,2016-06-23 17:51:08,37.763535,-121.418747,0.0,False,Day
A-1063,3,2016-06-23 18:10:16,38.64056400000001,-121.47773,0.0,False,Day
A-1064,3,2016-06-23 18:33:58,38.28014,-121.457268,0.0,False,Day
A-1065,3,2016-06-23 18:39:23,37.961109,-121.334251,0.0,False,Day
A-1066,3,2016-06-23 18:55:32,37.959778,-122.330673,0.0,False,Day
A-1067,2,2016-06-23 18:52:09,37.817074,-122.271614,0.0,True,Day
A-1068,3,2016-06-23 18:50:13,38.671021,-121.549782,0.0,False,Day
A-1069,2,2016-06-23 19:31:21,37.64072,-122.095894,0.0,False,Day
A-1070,3,2016-06-23 19:31:36,37.708939,-121.723686,0.0,False,Day
A-1071,3,2016-06-23 19:26:03,38.56369,-121.636627,0.0,False,Day
A-1072,3,2016-06-23 19:26:59,38.303558,-121.462143,0.0,False,Day
A-1073,3,2016-06-23 19:56:23,37.948418,-121.300972,0.0,False,Day
A-1074,3,2016-06-23 22:27:06,37.641117,-122.406021,0.0,False,Night
A-1075,3,2016-06-23 22:26:22,37.318844,-121.902023,0.0,False,Night
A-1076,2,2016-06-23 23:47:46,37.006371,-121.975777,0.0,False,Night
A-1077,3,2016-06-24 00:02:45,39.149601,-120.899033,0.0,False,Night
A-1078,2,2016-06-24 01:31:16,37.798405,-122.185043,0.0,False,Night
A-1079,2,2016-06-24 01:31:47,38.242207,-121.805618,0.0,False,Night
A-1080,2,2016-06-24 02:05:59,37.769646,-122.417847,0.0,True,Night
A-1081,3,2016-06-24 02:20:24,37.734898,-122.408661,0.0,False,Night
A-1082,3,2016-06-24 02:20:55,37.91497800000001,-122.065956,0.0,False,Night
A-1083,2,2016-06-24 03:04:15,38.565319,-122.844475,0.0,False,Night
A-1084,2,2016-06-24 03:23:33,38.30854,-122.478676,0.0,True,Night
A-1085,3,2016-06-24 03:33:31,37.785542,-122.39138,0.0,False,Night
A-1086,2,2016-06-24 05:27:39,38.445377,-121.804077,0.0,False,Night
A-1087,3,2016-06-24 05:55:18,37.825397,-122.304802,0.0,False,Day
A-1088,3,2016-06-24 06:17:30,37.468521,-122.292183,0.0,False,Day
A-1089,2,2016-06-24 07:59:05,37.994461,-122.069885,0.0,False,Day
A-1090,3,2016-06-24 07:36:05,37.56221,-121.905434,0.0,False,Day
A-1091,3,2016-06-24 08:14:11,37.825237,-122.305832,0.0,False,Day
A-1092,2,2016-06-24 08:24:50,37.255516,-121.955734,0.0,False,Day
A-1093,3,2016-06-24 08:36:26,37.57436,-121.88523899999998,0.0,False,Day
A-1094,2,2016-06-24 08:20:52,37.354122,-121.866264,0.0,False,Day
A-1095,2,2016-06-24 09:01:21,38.53627,-121.447952,0.0,False,Day
A-1096,2,2016-06-24 09:14:07,37.68129,-121.159447,0.0,False,Day
A-1097,3,2016-06-24 09:15:40,37.546719,-122.022758,0.0,False,Day
A-1098,3,2016-06-24 09:16:51,38.803173,-121.205345,0.0,False,Day
A-1099,2,2016-06-24 09:34:09,38.169338,-122.199928,0.0,False,Day
A-1100,3,2016-06-24 09:53:22,37.910786,-122.31713899999998,0.0,True,Day
A-1101,3,2016-06-24 09:50:10,38.38042100000001,-121.477669,0.0,False,Day
A-1102,3,2016-06-24 09:57:02,38.639168,-121.384186,0.0,False,Day
A-1103,2,2016-06-24 09:55:36,38.642067,-121.380585,0.0,False,Day
A-1104,3,2016-06-24 10:08:35,37.825397,-122.304802,0.0,False,Day
A-1105,3,2016-06-24 10:12:07,37.34737,-121.841576,0.0,False,Day
A-1106,3,2016-06-24 10:15:39,37.910786,-122.31713899999998,0.0,True,Day
A-1107,2,2016-06-24 10:14:25,38.496033,-121.446091,0.0,False,Day
A-1108,3,2016-06-24 10:31:04,37.966309,-122.322304,0.0,False,Day
A-1109,2,2016-06-24 10:45:44,39.147251,-121.031898,0.0,False,Day
A-1110,3,2016-06-24 10:50:15,37.506687,-122.338402,0.0,False,Day
A-1111,2,2016-06-24 10:47:57,36.578545,-121.727089,0.0,False,Day
A-1112,2,2016-06-24 10:50:32,38.55061,-121.422722,0.0,False,Day
A-1113,2,2016-06-24 10:56:19,38.55962,-121.266693,0.0,False,Day
A-1114,2,2016-06-24 11:00:05,37.409328,-121.99865,0.0,False,Day
A-1115,3,2016-06-24 11:02:47,37.328579,-121.871277,0.0,False,Day
A-1116,3,2016-06-24 11:05:00,37.784817,-121.306778,0.0,False,Day
A-1117,2,2016-06-24 11:04:32,37.711136,-121.013069,0.0,True,Day
A-1118,3,2016-06-24 11:15:44,37.361137,-122.120232,0.0,False,Day
A-1119,3,2016-06-24 11:31:13,37.701363,-121.849533,0.0,False,Day
A-1120,2,2016-06-24 11:33:38,37.609097,-121.085251,0.0,False,Day
A-1121,3,2016-06-24 11:36:12,37.38237,-121.904358,0.0,False,Day
A-1122,3,2016-06-24 11:50:13,37.33255,-122.055733,0.0,False,Day
A-1123,2,2016-06-24 12:03:32,37.841545,-122.224525,0.0,False,Day
A-1124,3,2016-06-24 12:05:50,37.693584,-122.057106,0.0,False,Day
A-1125,2,2016-06-24 11:56:21,38.574223,-121.406075,0.0,False,Day
A-1126,3,2016-06-24 12:18:27,37.529819,-122.002083,0.0,False,Day
A-1127,2,2016-06-24 12:22:44,37.628124,-122.121002,0.0,False,Day
A-1128,2,2016-06-24 12:21:36,38.600388,-121.373932,0.0,False,Day
A-1129,3,2016-06-24 12:47:29,37.866753,-122.303642,0.0,False,Day
A-1130,3,2016-06-24 12:49:42,37.320629,-121.995506,0.0,False,Day
