timestamp,complaint_type,borough,status
12/31/2015 12:29:39 AM,Blocked Driveway,QUEENS,Closed
12/31/2015 12:29:34 AM,Noise - Commercial,BROOKLYN,Closed
12/31/2015 12:28:24 AM,Noise - Commercial,MANHATTAN,Closed
12/31/2015 12:27:40 AM,Illegal Parking,QUEENS,Closed
12/31/2015 12:27:22 AM,Blocked Driveway,QUEENS,Closed
12/31/2015 12:27:16 AM,Noise - Commercial,BRONX,Closed
12/31/2015 12:25:06 AM,Blocked Driveway,BROOKLYN,Closed
12/31/2015 12:21:07 AM,Blocked Driveway,MANHATTAN,Closed
12/31/2015 12:19:43 AM,Noise - Commercial,MANHATTAN,Closed
12/31/2015 12:19:23 AM,Noise - Commercial,QUEENS,Closed
12/31/2015 12:18:04 AM,Noise - Commercial,MANHATTAN,Closed
12/31/2015 12:17:12 AM,Illegal Parking,BRONX,Closed
12/31/2015 12:16:28 AM,Noise - Commercial,MANHATTAN,Closed
12/31/2015 12:16:12 AM,Blocked Driveway,BRONX,Closed
12/31/2015 12:14:13 AM,Noise - Commercial,QUEENS,Closed
12/31/2015 12:13:00 AM,Illegal Parking,BROOKLYN,Closed
12/31/2015 12:12:29 AM,Illegal Parking,BRONX,Closed
12/31/2015 12:10:58 AM,Illegal Parking,BROOKLYN,Closed
12/31/2015 12:10:07 AM,Noise - Commercial,QUEENS,Closed
12/31/2015 12:09:59 AM,Blocked Driveway,BROOKLYN,Closed
12/31/2015 12:06:01 AM,Blocked Driveway,QUEENS,Closed
12/31/2015 12:02:48 AM,Noise - Commercial,MANHATTAN,Closed
12/31/2015 12:01:15 AM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:59:45 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 11:57:29 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 11:50:33 PM,Derelict Vehicle,BROOKLYN,Closed
12/30/2015 11:50:23 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 11:49:43 PM,Illegal Parking,QUEENS,Closed
12/30/2015 11:49:06 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:44:13 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:44:07 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:42:02 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:41:45 PM,Noise - Street/Sidewalk,BRONX,Closed
12/30/2015 11:39:45 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:39:18 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:38:41 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:36:56 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:35:56 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:35:46 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:34:12 PM,Noise - Street/Sidewalk,BRONX,Closed
12/30/2015 11:29:41 PM,Illegal Parking,QUEENS,Closed
12/30/2015 11:29:27 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 11:28:13 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:27:50 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:27:09 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:26:53 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:25:39 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:25:12 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:24:52 PM,Blocked Driveway,BRONX,Closed
12/30/2015 11:24:41 PM,Illegal Parking,STATEN ISLAND,Closed
12/30/2015 11:24:29 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:21:53 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 11:21:00 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 11:20:22 PM,Noise - Commercial,BRONX,Closed
12/30/2015 11:20:16 PM,Blocked Driveway,BRONX,Closed
12/30/2015 11:20:08 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 11:19:29 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:18:46 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:18:39 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:18:25 PM,Illegal Parking,QUEENS,Closed
12/30/2015 11:17:15 PM,Derelict Vehicle,QUEENS,Closed
12/30/2015 11:15:42 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 11:14:11 PM,Illegal Parking,QUEENS,Closed
12/30/2015 11:13:31 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:13:25 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:13:14 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:12:44 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:12:23 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:12:08 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:11:38 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 11:11:21 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:11:01 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:11:00 PM,Blocked Driveway,BRONX,Closed
12/30/2015 11:10:12 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 11:10:10 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:10:07 PM,Posting Advertisement,STATEN ISLAND,Closed
12/30/2015 11:08:25 PM,Posting Advertisement,STATEN ISLAND,Closed
12/30/2015 11:08:22 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 11:08:12 PM,Illegal Parking,QUEENS,Closed
12/30/2015 11:08:06 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 11:07:59 PM,Blocked Driveway,MANHATTAN,Closed
12/30/2015 11:06:52 PM,Posting Advertisement,STATEN ISLAND,Closed
12/30/2015 11:06:37 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 11:06:14 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 11:05:23 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:05:21 PM,Posting Advertisement,STATEN ISLAND,Closed
12/30/2015 11:05:07 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 11:04:34 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 11:04:23 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 11:03:48 PM,Posting Advertisement,STATEN ISLAND,Closed
12/30/2015 11:02:51 PM,Noise - Street/Sidewalk,QUEENS,Closed
12/30/2015 11:00:31 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 11:00:27 PM,Blocked Driveway,BRONX,Closed
12/30/2015 10:59:33 PM,Blocked Driveway,BRONX,Closed
12/30/2015 10:59:22 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 10:58:37 PM,Blocked Driveway,BRONX,Closed
12/30/2015 10:57:18 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 10:56:45 PM,Illegal Parking,QUEENS,Closed
12/30/2015 10:53:27 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 10:51:04 PM,Derelict Vehicle,QUEENS,Closed
12/30/2015 10:50:00 PM,Illegal Parking,QUEENS,Closed
12/30/2015 10:49:44 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 10:47:44 PM,Blocked Driveway,BRONX,Closed
12/30/2015 10:46:51 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 10:46:21 PM,Drinking,BROOKLYN,Closed
12/30/2015 10:43:48 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 10:43:00 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 10:41:48 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 10:40:36 PM,Illegal Parking,QUEENS,Closed
12/30/2015 10:40:24 PM,Illegal Parking,QUEENS,Closed
12/30/2015 10:39:43 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 10:37:29 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 10:35:03 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 10:34:17 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 10:33:27 PM,Blocked Driveway,STATEN ISLAND,Closed
12/30/2015 10:31:01 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 10:29:53 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 10:29:41 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 10:28:19 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 10:26:35 PM,Blocked Driveway,BRONX,Closed
12/30/2015 10:24:47 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 10:24:27 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 10:23:11 PM,Noise - Commercial,BRONX,Closed
12/30/2015 10:22:53 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 10:22:04 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 10:21:32 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 10:20:36 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 10:17:24 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 10:16:47 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 10:14:33 PM,Illegal Parking,STATEN ISLAND,Closed
12/30/2015 10:14:08 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 10:13:06 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 10:12:01 PM,Illegal Parking,QUEENS,Closed
12/30/2015 10:10:57 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 10:08:56 PM,Illegal Parking,QUEENS,Closed
12/30/2015 10:08:47 PM,Blocked Driveway,BRONX,Closed
12/30/2015 10:08:35 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 10:07:00 PM,Blocked Driveway,BRONX,Closed
12/30/2015 10:06:10 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 10:04:51 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 10:01:22 PM,Noise - Commercial,BRONX,Closed
12/30/2015 10:00:58 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 10:00:10 PM,Blocked Driveway,BRONX,Closed
12/30/2015 09:59:09 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 09:56:42 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 09:56:10 PM,Blocked Driveway,STATEN ISLAND,Closed
12/30/2015 09:55:16 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:55:01 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 09:54:31 PM,Illegal Parking,QUEENS,Closed
12/30/2015 09:52:15 PM,Noise - Vehicle,BROOKLYN,Closed
12/30/2015 09:51:46 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:48:32 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 09:48:04 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:46:58 PM,Noise - Commercial,BRONX,Closed
12/30/2015 09:44:33 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:40:33 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:39:52 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 09:38:05 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 09:37:38 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:34:59 PM,Blocked Driveway,BRONX,Closed
12/30/2015 09:34:59 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:31:34 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 09:29:21 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:23:17 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:22:26 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:21:54 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:21:23 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:19:52 PM,Noise - Commercial,BRONX,Closed
12/30/2015 09:19:21 PM,Illegal Parking,BRONX,Closed
12/30/2015 09:16:39 PM,Illegal Parking,QUEENS,Closed
12/30/2015 09:16:31 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 09:15:58 PM,Illegal Parking,QUEENS,Closed
12/30/2015 09:13:23 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 09:12:55 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 09:11:49 PM,Homeless Encampment,BROOKLYN,Closed
12/30/2015 09:11:33 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:09:26 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:08:48 PM,Derelict Vehicle,QUEENS,Closed
12/30/2015 09:07:55 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 09:06:47 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 09:03:26 PM,Homeless Encampment,MANHATTAN,Closed
12/30/2015 09:01:36 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 09:00:04 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 08:59:37 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 08:59:11 PM,Illegal Parking,QUEENS,Closed
12/30/2015 08:56:07 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 08:50:54 PM,Derelict Vehicle,BROOKLYN,Closed
12/30/2015 08:49:17 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 08:48:34 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 08:44:58 PM,Blocked Driveway,BRONX,Closed
12/30/2015 08:44:35 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 08:42:07 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 08:36:45 PM,Illegal Parking,QUEENS,Closed
12/30/2015 08:36:28 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 08:32:44 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 08:31:35 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 08:30:01 PM,Blocked Driveway,STATEN ISLAND,Closed
12/30/2015 08:28:19 PM,Derelict Vehicle,BRONX,Closed
12/30/2015 08:28:11 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 08:27:25 PM,Blocked Driveway,BRONX,Closed
12/30/2015 08:25:11 PM,Animal Abuse,BROOKLYN,Closed
12/30/2015 08:22:49 PM,Blocked Driveway,BRONX,Closed
12/30/2015 08:22:03 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 08:20:54 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 08:16:17 PM,Vending,BROOKLYN,Closed
12/30/2015 08:15:23 PM,Derelict Vehicle,BROOKLYN,Closed
12/30/2015 08:10:51 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 08:06:10 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 08:05:19 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 08:04:04 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 08:00:58 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 07:59:06 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 07:57:24 PM,Noise - Vehicle,MANHATTAN,Closed
12/30/2015 07:55:49 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 07:52:25 PM,Noise - Commercial,BRONX,Closed
12/30/2015 07:45:35 PM,Noise - Commercial,BRONX,Closed
12/30/2015 07:44:46 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 07:44:33 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 07:44:27 PM,Blocked Driveway,BRONX,Closed
12/30/2015 07:43:56 PM,Traffic,QUEENS,Closed
12/30/2015 07:43:23 PM,Animal Abuse,QUEENS,Closed
12/30/2015 07:42:08 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 07:42:02 PM,Blocked Driveway,BRONX,Closed
12/30/2015 07:42:01 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 07:41:31 PM,Blocked Driveway,MANHATTAN,Closed
12/30/2015 07:40:52 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 07:38:27 PM,Illegal Parking,BRONX,Closed
12/30/2015 07:36:51 PM,Homeless Encampment,BROOKLYN,Closed
12/30/2015 07:34:56 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 07:30:25 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 07:29:35 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 07:28:53 PM,Derelict Vehicle,BROOKLYN,Closed
12/30/2015 07:28:10 PM,Blocked Driveway,STATEN ISLAND,Closed
12/30/2015 07:27:50 PM,Blocked Driveway,STATEN ISLAND,Closed
12/30/2015 07:27:47 PM,Homeless Encampment,MANHATTAN,Closed
12/30/2015 07:27:10 PM,Vending,MANHATTAN,Closed
12/30/2015 07:26:29 PM,Illegal Parking,QUEENS,Closed
12/30/2015 07:25:07 PM,Vending,MANHATTAN,Closed
12/30/2015 07:20:47 PM,Illegal Parking,QUEENS,Closed
12/30/2015 07:20:43 PM,Traffic,BROOKLYN,Closed
12/30/2015 07:19:00 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 07:18:34 PM,Noise - Commercial,QUEENS,Closed
12/30/2015 07:18:26 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 07:16:21 PM,Noise - Vehicle,BROOKLYN,Closed
12/30/2015 07:12:41 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 07:12:38 PM,Illegal Parking,QUEENS,Closed
12/30/2015 07:11:10 PM,Blocked Driveway,BRONX,Closed
12/30/2015 07:11:03 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 07:09:13 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 07:06:54 PM,Illegal Parking,QUEENS,Closed
12/30/2015 07:05:55 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 07:05:49 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 07:05:21 PM,Blocked Driveway,BRONX,Closed
12/30/2015 07:02:14 PM,Animal Abuse,QUEENS,Closed
12/30/2015 07:01:06 PM,Blocked Driveway,STATEN ISLAND,Closed
12/30/2015 07:00:38 PM,Traffic,QUEENS,Closed
12/30/2015 06:57:45 PM,Illegal Parking,BRONX,Closed
12/30/2015 06:56:37 PM,Blocked Driveway,BRONX,Closed
12/30/2015 06:56:36 PM,Traffic,BROOKLYN,Closed
12/30/2015 06:55:21 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 06:54:44 PM,Animal Abuse,STATEN ISLAND,Closed
12/30/2015 06:52:29 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 06:48:22 PM,Derelict Vehicle,BROOKLYN,Closed
12/30/2015 06:45:23 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 06:44:52 PM,Illegal Parking,STATEN ISLAND,Closed
12/30/2015 06:44:41 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 06:43:29 PM,Illegal Parking,QUEENS,Closed
12/30/2015 06:43:26 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 06:40:47 PM,Noise - Street/Sidewalk,BROOKLYN,Closed
12/30/2015 06:37:16 PM,Blocked Driveway,BRONX,Closed
12/30/2015 06:35:37 PM,Traffic,BROOKLYN,Closed
12/30/2015 06:32:39 PM,Noise - Street/Sidewalk,QUEENS,Closed
12/30/2015 06:32:22 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 06:28:58 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 06:28:02 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 06:26:18 PM,Illegal Parking,BRONX,Closed
12/30/2015 06:22:58 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 06:22:35 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 06:20:23 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 06:19:56 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 06:19:49 PM,Noise - Commercial,BRONX,Closed
12/30/2015 06:14:44 PM,Noise - Commercial,BRONX,Closed
12/30/2015 06:13:41 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 06:12:58 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 06:12:13 PM,Blocked Driveway,BRONX,Closed
12/30/2015 06:11:51 PM,Noise - Vehicle,MANHATTAN,Closed
12/30/2015 06:10:59 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 06:09:09 PM,Illegal Parking,QUEENS,Closed
12/30/2015 06:06:46 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 06:05:55 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 06:05:44 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 06:03:59 PM,Vending,BRONX,Closed
12/30/2015 06:02:41 PM,Illegal Parking,STATEN ISLAND,Closed
12/30/2015 05:59:48 PM,Urinating in Public,MANHATTAN,Closed
12/30/2015 05:57:52 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 05:57:27 PM,Noise - Street/Sidewalk,BRONX,Closed
12/30/2015 05:55:58 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 05:55:12 PM,Derelict Vehicle,BRONX,Closed
12/30/2015 05:52:12 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 05:50:01 PM,Illegal Parking,BRONX,Closed
12/30/2015 05:39:08 PM,Illegal Parking,QUEENS,Closed
12/30/2015 05:33:37 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/30/2015 05:31:57 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 05:31:09 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 05:30:46 PM,Blocked Driveway,BRONX,Closed
12/30/2015 05:30:45 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 05:28:48 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 05:27:29 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 05:26:53 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 05:19:18 PM,Homeless Encampment,BROOKLYN,Closed
12/30/2015 05:15:23 PM,Animal Abuse,MANHATTAN,Closed
12/30/2015 05:13:55 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 05:13:32 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 05:09:17 PM,Noise - Commercial,BROOKLYN,Closed
12/30/2015 05:03:46 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 05:00:34 PM,Vending,MANHATTAN,Closed
12/30/2015 04:59:49 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 04:57:49 PM,Blocked Driveway,BRONX,Closed
12/30/2015 04:57:48 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 04:56:35 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:55:27 PM,Vending,MANHATTAN,Closed
12/30/2015 04:55:16 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:53:20 PM,Noise - Vehicle,QUEENS,Closed
12/30/2015 04:52:11 PM,Vending,MANHATTAN,Closed
12/30/2015 04:51:05 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:49:52 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:49:22 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 04:49:10 PM,Vending,MANHATTAN,Closed
12/30/2015 04:47:51 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 04:46:54 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 04:46:31 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 04:45:49 PM,Vending,MANHATTAN,Closed
12/30/2015 04:45:26 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:45:15 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 04:45:09 PM,Illegal Parking,QUEENS,Closed
12/30/2015 04:42:59 PM,Vending,MANHATTAN,Closed
12/30/2015 04:41:38 PM,Vending,MANHATTAN,Closed
12/30/2015 04:40:17 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 04:38:38 PM,Blocked Driveway,BRONX,Closed
12/30/2015 04:38:29 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 04:38:25 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 04:38:08 PM,Illegal Parking,BRONX,Closed
12/30/2015 04:38:04 PM,Illegal Parking,STATEN ISLAND,Closed
12/30/2015 04:37:51 PM,Illegal Parking,BRONX,Closed
12/30/2015 04:37:38 PM,Vending,MANHATTAN,Closed
12/30/2015 04:33:38 PM,Blocked Driveway,BRONX,Closed
12/30/2015 04:30:59 PM,Blocked Driveway,BRONX,Closed
12/30/2015 04:29:19 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:25:34 PM,Illegal Parking,QUEENS,Closed
12/30/2015 04:24:40 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 04:23:46 PM,Illegal Parking,QUEENS,Closed
12/30/2015 04:20:29 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/30/2015 04:20:18 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:19:58 PM,Noise - Vehicle,QUEENS,Closed
12/30/2015 04:18:36 PM,Traffic,MANHATTAN,Closed
12/30/2015 04:16:53 PM,Derelict Vehicle,STATEN ISLAND,Closed
12/30/2015 04:16:33 PM,Animal Abuse,BROOKLYN,Closed
12/30/2015 04:15:43 PM,Illegal Parking,QUEENS,Closed
12/30/2015 04:15:08 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 04:14:57 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 04:13:38 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 04:12:55 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 04:12:19 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 04:12:04 PM,Derelict Vehicle,QUEENS,Closed
12/30/2015 04:11:37 PM,Traffic,MANHATTAN,Closed
12/30/2015 04:10:45 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 04:10:42 PM,Animal Abuse,MANHATTAN,Closed
12/30/2015 04:08:31 PM,Illegal Parking,BROOKLYN,Closed
12/30/2015 04:02:15 PM,Noise - Vehicle,QUEENS,Closed
12/30/2015 04:02:01 PM,Animal Abuse,BRONX,Closed
12/30/2015 04:00:02 PM,Noise - Street/Sidewalk,MANHATTAN,Closed
12/30/2015 03:59:30 PM,Blocked Driveway,BRONX,Closed
12/30/2015 03:53:00 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 03:52:30 PM,Blocked Driveway,STATEN ISLAND,Closed
12/30/2015 03:52:15 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 03:51:13 PM,Noise - Commercial,MANHATTAN,Closed
12/30/2015 03:45:31 PM,Derelict Vehicle,BRONX,Closed
12/30/2015 03:42:17 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 03:41:32 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 03:35:30 PM,Vending,MANHATTAN,Closed
12/30/2015 03:34:40 PM,Blocked Driveway,QUEENS,Closed
12/30/2015 03:33:30 PM,Derelict Vehicle,QUEENS,Closed
12/30/2015 03:33:10 PM,Illegal Parking,QUEENS,Closed
12/30/2015 03:32:55 PM,Illegal Parking,BRONX,Closed
12/30/2015 03:32:03 PM,Blocked Driveway,BROOKLYN,Closed
12/30/2015 03:31:08 PM,Noise - Vehicle,BROOKLYN,Closed
12/30/2015 03:30:19 PM,Illegal Parking,MANHATTAN,Closed
12/30/2015 03:27:49 PM,Blocked Driveway,BROOKLYN,Closed
